tweet,label,,,,,,,,,,,,,,,,,,,,,,,,,,
3 risale-i nur'un muhtelif yerlerinde teknolojinin nimetlerinden faydalanmaktan bahsedilir. bu o dönem için çağ ötesi bir durumdur. o dönem alimlerinin toplanıp "elektrik gavur icadıdır anadolu!ya soksak mı sokmasak mı" diye tartıştığı bir dönem.,hiçbiri,,,,,,,,,,,,,,,,,,,,,,,,,,
isveç'te devlet harcamaları için verilen kartla sadece bir çikolata aldığı için istifa eden bir bakan ve devletimizi katrilyonlarca zarar ettiren 17 yıldır iktidar akp yöneticileri gavur dediğimiz insanlarda ahlak var müslüman sandıklarımızda ahlakın a'sı bile yok!,hiçbiri,,,,,,,,,,,,,,,,,,,,,,,,,,
gavur ülkelerde yaşıyorum böyle bir şey görmedim...,nefret,,,,,,,,,,,,,,,,,,,,,,,,,,
domuz eti yiyen ekonomi devi almanya'da bu hareketi göremezsiniz! merkel tatile çıkar koruma polisinin otel masrafını cebinden öder! toplantıya gider tarifeli uçağa biner! ya bizimkiler? müslümanım der cumaya gider elin alman'ına gavur der ama çatır çatır kul hakkı yer! #yenikapı,nefret,,,,,,,,,,,,,,,,,,,,,,,,,,
allah'ım sen küçük işleri büyük büyük işleri küçük yapmaya muktedirsin bu küçük işi öyle büyüt ki tüm ülkedeki anneler ayağa kalksın bu gavur ermeni münafık güruh silinsin gitsin amin amin allahümme amin,nefret,,,,,,,,,,,,,,,,,,,,,,,,,,
insanlık ve chp zihniyeti yan yana duramaz. gavur izmir'de sevgilisi ile birlikte çocuğunu katleden anne hiç şaşırmadım. #yenikapı,nefret,,,,,,,,,,,,,,,,,,,,,,,,,,
türk çift değil gavur bunlar,nefret,,,,,,,,,,,,,,,,,,,,,,,,,,
meb "kayıt parası soruşturmaları tamamlandı ceza görevden alma çalışmaları sürüyor." açıklaması yaptı... her tarafımız soruşturma ceza... kokuşmuşluk ve de ahlaksızlık her yanı sarmış... allah'dan islam ahlakı!!!! almış toplumuz ya gavur ahlakı alsaydık?!,nefret,,,,,,,,,,,,,,,,,,,,,,,,,,
camide adam gibi oturup hocaefendiyi dinleyecek yerde! fitne fesatlık itlik için kalkıp kendi gavur ideolojik gavur idolünü hutbede anmadı deyip alçaklık itlik yapacağınıza! gidip #hdpkk'dan kaçırdıkları çocukların hesabını sorun. ama sormazsınız. çünkü şerefsiz adi #gavursunuz.,nefret,,,,,,,,,,,,,,,,,,,,,,,,,,
o kaaaa! gavur izmirliyiz!,hiçbiri,,,,,,,,,,,,,,,,,,,,,,,,,,
lamı cimi yok kaldıracaksın f-16 uçaklarını ne kadar hdp binası varsa talan edeceksin. bombaları bırakırken soyunuz kurusun gavur tohumu diye niyet edeceksiniz.,nefret,,,,,,,,,,,,,,,,,,,,,,,,,,
benim gibi ateist yapsa dinsiz gavur dersiniz bunu yapan namazında orucunda abdestinde olup cumaları kaçırmayan şahıslar. kul hakkı? o kısım öğretilirken tuvalete gitmişler. uyan ak partiye sımsıkı sarılan vatandaş uyann artık. memleketin soyulmadık yeri kalmadı! #yenikapı,nefret,,,,,,,,,,,,,,,,,,,,,,,,,,
not işin garibi yusuf hoca ilahiyat mezunu bile değil bildiğim kadarıyla... 9 eylül sahne sanatları sinema ve tv anasanat dalı. yüksek lisansı ingiltere'de yapmış. hem de elin gavur memleketinde doktora almış... iyi ki okumamışım!,nefret,,,,,,,,,,,,,,,,,,,,,,,,,,
iki ağaç diye sokağa çıkan devlet düşmanlarının ağaçtan başka her şeyi sayan gavur kuklası sözcüsü!...,nefret,,,,,,,,,,,,,,,,,,,,,,,,,,
gavur dedikleri avrupa'da 25 çocuğa 5 yıl tecavüz edildiği ortaya çıksa yer yerinden oynardı bizim müslümanlarda tık yok...,nefret,,,,,,,,,,,,,,,,,,,,,,,,,,
adamlar ne sene yapmışlar helal olsun gavur yapıyor abi!...,hiçbiri,,,,,,,,,,,,,,,,,,,,,,,,,,
şu gavur dediklerimiz kadar yemen'i savunamıyoruz üstelik yemen operasyonuna destek veriyoruz,hiçbiri,,,,,,,,,,,,,,,,,,,,,,,,,,
bir hristiyan olarak diyorum ki küreselci çetenin ele geçiremediği son kale islam. islam ülkeleri içinde de en diri liderlik edebilecek ülke türkiye lider sayın erdoğan. bunu görmek için adil olmak yeterli. peki sayın erdoğan'ı paçasından aşağı çeken "eski dostlara" ne demeli,hiçbiri,,,,,,,,,,,,,,,,,,,,,,,,,,
cdu milletvekili ve hristiyan birlik cdu/csu federal meclis grubu dış politika sözcüsü sn jürgen hardt ile görüştük.,hiçbiri,,,,,,,,,,,,,,,,,,,,,,,,,,
isa isminin ekmeğini yedi hristiyan kızların "aaa aynı jesus gibisiniz zaten" diyeni çok oldu kardeşiz diye demiyorum yakışıklıdır zaten musa çok ezildi garibanım :)))),hiçbiri,,,,,,,,,,,,,,,,,,,,,,,,,,
3 bu meselenin doğusu batısı güneyi kuzeyi değişmiyor. mesela kilisenin ve hristiyan büyüklerin uzun zaman ortadoğu ve batıda hakimiyetini biliyoruz. dini istismar ederek bir kısım yanlış bilgileri din kılıfıyla halka dayatarak yüzyıllarca baskı kurdular.,hiçbiri,,,,,,,,,,,,,,,,,,,,,,,,,,
ermeni chp liderinin pyd pkk için sözleri utanç verici açıkça ben ermeniyim islam türk düşmanıyım asker polis katilleri benim dostumdur diyor bu bir suçtur halk olarak bu ermeni yahudi hristiyan yunan rumları 15 temmuz'da sağ bırakmakla hata ettik şimdi havlamaları normaldir,nefret,,,,,,,,,,,,,,,,,,,,,,,,,,
hz. meryem ve aziz paul var #bursa'nın #iznik'i yok! #turizmstratejiplanı #kültür #turizm #belediye #ulaşım #inanç #sağlık #doğa #türsab #iznik #nicaea #tourism #reisen #hıristiyan #christian #iznikkonsili #nicaeacouncil,hiçbiri,,,,,,,,,,,,,,,,,,,,,,,,,,
dünyaca ünlü "aşura akşamı" tablosunun sahibi ressam mahmud ferşçiyan "bu eser deruni coşku anımda zuhur etti" demiş. bazı hristiyan sanatçıların isa mesih'in mazlumiyetini böyle tasvir edemediklerine hayıflanıp gıptayla andığı muhteşem tablo türkiye'de de tanınıyor.,hiçbiri,,,,,,,,,,,,,,,,,,,,,,,,,,
senin de boyaların dökülmeye başladı foyaların ortaya çıkacak kardinal fetö iyi beslemiş belli !... yeminli hristiyan şövalyeleri kimler devlet biliyor ve gereğini vakti gelince yapar nazlı ablan da seni çok özlemiş mektubunda öyle diyor.,hiçbiri,,,,,,,,,,,,,,,,,,,,,,,,,,
3 hristiyan görünce papaz yahudi görünce haham olacaktı? bu çoklu hukuk düzenine "atatürk'ün de desteğini alarak" son veren büyük türkçü ve yurtsever mahmut esat bozkurt'tur. şimdi bunları okuduktan sonra yaptığı hukuk reformunun değerini ve büyüklüğünü anlamış olmalısınız,hiçbiri,,,,,,,,,,,,,,,,,,,,,,,,,,
dünyada hiçbir hristiyan kiliseye ne gerek var demez bizdeki türk geçinen yerli hristiyanlar camiye ne gerek var diyor,nefret,,,,,,,,,,,,,,,,,,,,,,,,,,
o kabenin sahibi olan rabbim'in adına yemin ederim ki o izzetli meryem annemizin adına yemin ederim ki o isa as sevdiğini söyleyen hristiyan devlet adamı ve kabe'yi yöneten ve diğer arap liderler doğruyu bildiğiniz halde susuyor ve şeytana yardım ediyorsun,hiçbiri,,,,,,,,,,,,,,,,,,,,,,,,,,
dünyanın esenliğe ve barışa ihtiyacı var ister müslüman olsun ister hristiyan olsun perişan durumdasınız allah sizlere yardım etmek istiyor ama lanetli kavim ve avaneleri buna engel olmak istiyor var güçleriyle bana saldırıyorlar siz ise seyrediyorsunuz,hiçbiri,,,,,,,,,,,,,,,,,,,,,,,,,,
ateist miyim müslüman mı hristiyan mı ne olduğumu ben de bilmiyorum agnostik oldum galiba en son gusülümü de ne zaman aldım bilmiyorum yıllar oldu galiba,hiçbiri,,,,,,,,,,,,,,,,,,,,,,,,,,
dostum biraz mantıklı düşün. misal ben müslümanım tabiki çocuğuma islam'ı anlatacağım. bu allah'ın rahmetidir. sonuçta hristiyan bir ailede doğan çocuğun ailesi de tercihen hristiyan olup ve çocuğunu hristiyan yapıyor. bu allah'ın suçu değil ki aklını kullansın.,hiçbiri,,,,,,,,,,,,,,,,,,,,,,,,,,
her doğan çocuk islam fıtratı üzerine doğar ama ailesi ya müslüman ya hristiyan ya da yahudi yapar. ama allah akıl vermiş idrak vermiş. allah herkesi müslüman yapsaydı o zaman iyi ile kötü nasıl ayırt edilirdi? imtihanın amacı ortadan kalkmaz mıydı?,nefret,,,,,,,,,,,,,,,,,,,,,,,,,,
senin iddia ettiğin şey tamamen yalan ve yanlış. sdg toplama bir terör örgütüdür ve inde saydıklarının tamamı hristiyan'dır ve özellikle fransa tarafından toplanmış bir örgüttür... arapların ypg tarafından işgal edilen bölgeye "işgal değil haklarını arıyorlar" kisvesi içindir,nefret,,,,,,,,,,,,,,,,,,,,,,,,,,
69 hadis "imam yani halife kureyştendir" inalcık batılı hristiyan tarihçilerin önyargılarının yanı sıra "içeriden" bazı önyargılarla da mücadele etti. mesela halifelik makamının yavuz selim'e atfedilmesinin bir rivayet olduğunu onun sayesinde öğrendik.,hiçbiri,,,,,,,,,,,,,,,,,,,,,,,,,,
66 batılı hristiyan tarihçilerin dikkate almadıkları ve bir gerçek de ayasofya hakkındadır. inalcık ayasofya vakıfnamelerini incelendiğinde fatih'in burasını ne kadar önemsediğini ortaya çıkardı. fetihten iki yıl önce ayasofya'nın o dillere destan kubbesi çökmüştü.,hiçbiri,,,,,,,,,,,,,,,,,,,,,,,,,,
milli enerjinin boşuna harcanmasına hem de siyasi türk birliğinin gerçekleşmesine engel olmuştur. dini taassubun dünyanın her köşesinde yerini müsamahaya bıraktığı günümüzde bile hristiyan şamani ve musevi türkler hatta şii alevi türkleri bizden saymayacak kadar gözü,hiçbiri,,,,,,,,,,,,,,,,,,,,,,,,,,
"""ali ata bak""tan iyi değil mi yani :) bu ülkenin %90'ı müslüman diyen kim. lütfen herkesin inancına göre okullar açılsın. isteyen hristiyan okuluna isteyen müslüman okuluna isteyen ateist okuluna çocuğunu göndersin. böylece kimse hem müslümanım deyip hem de camilere saldırmasın.",hiçbiri,,,,,,,,,,,,,,,,,,,,,,,,,,
uygulamaya giriyorsun hristiyan olmak ister misin diye reklam çıkıyor,hiçbiri,,,,,,,,,,,,,,,,,,,,,,,,,,
sonrasında hüsrev ülkesine dönüp pers imparatorluğunun başına geçince şirin de kraliçe oldu. doğu süryanisi olan şirin yaşadığı 6. yüzyılda hristiyan halkın ezilmesini engellemiş halk tarafından sevilen bir kraliçe olmuştu.,hiçbiri,,,,,,,,,,,,,,,,,,,,,,,,,,
böyle bir lideri ve bu liderin temsil ettiği bir ülkeyi elbette ki hristiyan batı istemez ayrıca o batının içimizdeki temsilciler istemez. işte ak partinin iktidara geldiğinden beri içimizde koparılan fırtınalı olaylar bu liderin istenmeyişindendir.,nefret,,,,,,,,,,,,,,,,,,,,,,,,,,
la ilahe illallah is a rasulallah derseniz ve isa'nın kutsalına inanırsanız ve dahi incileri öğütlerine uyarsanız  hıristiyan olursunuz. yalnız bunlar sahte osmanlı'dan sonra çıkan yalan dinler.,nefret,,,,,,,,,,,,,,,,,,,,,,,,,,
2 ateizm düşüncesiyle önce hristiyan ortodoks inancını yıkmakmakla işe başladılar... aradan yıllar geçti stalin öldü ve yerine gelenler kiliseleri özgür bırakarak hapiste olan rahipleri serbest bıraktılar.,hiçbiri,,,,,,,,,,,,,,,,,,,,,,,,,,
kendi zorba krallarını tövbeye çağırması gerekiyordu. 16. yüzyılda papa 15. gregorius doğulu hıristiyan halkları katolik yapma hareketi başlattı. protestan misyonerler ise bu konuda daha yırtıcıydı. bunlar hıristiyanlık değil mezheplerini ve kendi kültürlerini yayıyorlardı.,hiçbiri,,,,,,,,,,,,,,,,,,,,,,,,,,
bu açıklamadan sonra belirtmem gerekir ki batı kiliselerinin yaptığı çoğu misyonerlik hareketinden doğulu bir hıristiyan olarak utanç duyuyorum. güney ve kuzey amerika'nın özgün kültürü kirletilir milyonlar katledilirken misyonerlerin o biçare yerlileri değil,hiçbiri,,,,,,,,,,,,,,,,,,,,,,,,,,
biz müslümansak inandığımız bir kutsal kitap varsa o kitapta kanunlar varsa biz neden hristiyan şeriatı olan demokrasi ile yönetiliyoruz? #deprem,nefret,,,,,,,,,,,,,,,,,,,,,,,,,,
örgütleri nasıl terörize ettiklerini hıristiyan papazları istihbarat örgütlerinin nasıl kullandıklarını kitlesel ölümlerle sonuçlanacak virüslerle dünyayı nasıl şekillendirmek istedikleri ve daha fazlası. film güzel kadro sağlam.,nefret,,,,,,,,,,,,,,,,,,,,,,,,,,
rafik schami şam'da bir hıristiyan aramice azınlıktan geldi kuzey lübnan'daki cizvit manastır okuluna katıldı ve şam'da kimya matematik ve fizik okudu. #sineksağan #geceilesabaharasındayolculuk #rafikschami #kabalcı #kabalcıyayınları #kabalcıyayınevi #kitap #kütüphane,hiçbiri,,,,,,,,,,,,,,,,,,,,,,,,,,
diyanet avrupa birliğinden hıristiyan birleşik devletleri'ne kadar yardım alıyor bilen var mıdır.,hiçbiri,,,,,,,,,,,,,,,,,,,,,,,,,,
bizde nasıl devlet gelenekse mısır'da asker gelenek... iyi teşhis edin üfürmeyin... millet olarak mısır ne kadar arap ve müslümansa bir o kadar da kıpti ve firavuni nesli var... yüzde onbeş hıristiyan ne demek biliyor musun 15 milyon...,hiçbiri,,,,,,,,,,,,,,,,,,,,,,,,,,
hıristiyanları gregoryenleri katolik protestan yapma işi ise "müslümanları döndürmek" kadar başarısız olmasa da yine oldukça düşük bir skor kaydetmiştir denir. doğru değildir. buna gelmeden bir hıristiyan olarak misyoner hareketleri üzerine fikirlerimi ifade edeyim,hiçbiri,,,,,,,,,,,,,,,,,,,,,,,,,,
1891 abd'de her yıl 6000 kadın doğumdan sonra ölüyor kafayı buna takan dr lee bir buluşuyla 1'e düşürüyor ama hıristiyan. tanrım bu adamı nereye alırsın. ödül mü ceza mı verirsin öylesine sordum.,hiçbiri,,,,,,,,,,,,,,,,,,,,,,,,,,
#iyibilgi "burada dünya tarihi ölçeğinde bir paradoks var #yahudi hıristiyanlık #pavlus'un #roma'ya hakim olan ekolüne karşı #isa'nın kardeşi yakup'un temsil ettiği ibrahimi gelenek #hıristiyan kilisesi içerisinde yok oldu ama #islam içerisinde korundu." s.133,hiçbiri,,,,,,,,,,,,,,,,,,,,,,,,,,
4 müslümanların tanassur etmeye müslümanken hristiyan olmaya başladıkları görüldü. bu adamların ellerindeki nüfus tezkerelerinde müslüman oldukları ve müslüman ismi yazılı olduğu ve babasının da müslüman olduğu görülüyordu.,hiçbiri,,,,,,,,,,,,,,,,,,,,,,,,,,
2 trabzon konsolosluk raporunda bulunmaktadır "önceleri hıristiyan olan ve müslümanlığa dönen müslüman görünüp de hakikatte hıristiyan olan 24.000 kromnililerin trabzon ve gümüşhane çevresindeki gizli hristiyan topluluklarının dini duygularının onları osmanlı devletine,hiçbiri,,,,,,,,,,,,,,,,,,,,,,,,,,
böyle bir şeyin değil türkiye'de hiçbir yerde yaşanmadığını düşünmek isterim bunu bir hristiyan musevi vs. yapmaz. adamların dine olan saygıları tartışılmaz. pazar sabah saat 6'da tüm ailesiyle kiliseye giderler yazıklar olsun,hiçbiri,,,,,,,,,,,,,,,,,,,,,,,,,,
"1869'da lazistan sancağı'nda bugünkü artvin ve rize illerinde 396 ermeni ve 1.261 katolik olmak üzere 1.657 %2,5 oranında hıristiyan erkek yaşıyordu. bugünkü rize ilinde ise 1869'da hiç rum nüfus yoktu.",hiçbiri,,,,,,,,,,,,,,,,,,,,,,,,,,
şahsen müslümanım ama günahım hristiyan olabilir... #faruk #hukumetkadin st. antuan katolik kilisesi,hiçbiri,,,,,,,,,,,,,,,,,,,,,,,,,,
sevgili peygamber efendimizin dediği gibi ölülerin arkasından kötü söz söyleyen bizden değildir hıristiyan olsa bile cennet mekanın ola #neslicantay özür dilerim arkandan konuşanın cibiliyetini sikeyim,saldırgan,,,,,,,,,,,,,,,,,,,,,,,,,,
allah kavramından başlayarak bizzat allah'la temasa geçme sayesinde mistiklerin yaşadığı harikulade haller anlaşılabiliyor. hakiki hıristiyan allah'la içsel fakat şahsi temas halindedir. o ilahi varlığı tam manasıyla bir var oluş halinde kendi hayatına karıştırır.,hiçbiri,,,,,,,,,,,,,,,,,,,,,,,,,,
iki gün önce saint antuan kilisesinde gezerken gelip "siz hristiyan mısınız?" diye soran yabancı beyefendiyle bugün süleymaniye avlusunda karşılaştık birbirimizi hatırladık. elbette ki malum soruyu sormadım :),hiçbiri,,,,,,,,,,,,,,,,,,,,,,,,,,
putiko adamsın. bu saatten sonra en fanatik ortodoks hıristiyan benim. votka ucuz hatun güzel. say say bitmez. 3.dünya ülkesinden süper güce hızlı geçiş. #deprem #salı,hiçbiri,,,,,,,,,,,,,,,,,,,,,,,,,,
yaşlı bir dedem terbiyesi olmayanlara teknoloji ne gerek taktik tahrik terbiyesizlik olanlara lpgdtg.ö.t olanlara hıristiyan yahudi olmuş lut kavmi gibi ne farkeder ki i,nefret,,,,,,,,,,,,,,,,,,,,,,,,,,
içerdeki chp ibneler hep saadat baştan beri projelendirdikleri hıristiyan fetö köpeği şerefsiz abd siyonist israil emperyalist sömürgeci ingiliz projeleri faal çalışıyor unuttukları bir şey var! bu milletin adı türk ne arap ne de şerefsiz ölümü şerbet bilen bir tür,nefret,,,,,,,,,,,,,,,,,,,,,,,,,,
ne tezat türkiye bütün müslüman alemine liderlik yapıyor hristiyan lobisinden de içimizdeki dinsizler liderlik bekliyor,nefret,,,,,,,,,,,,,,,,,,,,,,,,,,
mevlana bir moğol ajanıdır. yaşayışı da zaten bir hıristiyan keşişi aratmaz. amacı devrinde yaşadığı selçuklu'yu din afyonunu kullanıp savaşçılıktan uzak tutmak ve bertaraf etmek. nitekim akıl hocası şems de öyledir. kösedağ yenilgisini de şimdi anlıyor musunuz?,saldırgan,,,,,,,,,,,,,,,,,,,,,,,,,,
hristiyan olmak isteyen defolup gitsin bir zahmet avrupaya dinsiz imansızlar grubu,nefret,,,,,,,,,,,,,,,,,,,,,,,,,,
hıristiyanlar bebek doğunca kiliseye götürüp vaftiz yaparlar. daha çocuk yaşta dini eğitimi yüklerler ve ne hikmetse hiçbir hıristiyan buna karşı çıkmıyor ama bizde çocuklar kur'an kursuna gidiyor diye demediklerini bırakmıyorlar. hıristiyanlık modern müslümanlık çağ dışı oluyor.,hiçbiri,,,,,,,,,,,,,,,,,,,,,,,,,,
dünyada kadın istihdam oranı ile milli gelir doğru orantılı. kadın istihdamının en yüksek olduğu ülkeler en zengin en müreffeh ülkelerdir. kadın istihdamı düşük olan ülkeler fakir ülkelerdir. cübbeli ahmet üstündeki kara cübbeden daha kara cahildir.,saldırgan,,,,,,,,,,,,,,,,,,,,,,,,,,
iran'da futbol maçına gittiği için yargılanan genç kadın mahkeme önünde kendisini yakarak hayatını kaybetti,hiçbiri,,,,,,,,,,,,,,,,,,,,,,,,,,
cübbeli ahmet kadın düşmanı açıklamalarına bir yenisini daha ekledi kadınların çalışması çok büyük bir fitne fesatlık,nefret,,,,,,,,,,,,,,,,,,,,,,,,,,
içimde kırk kadın kırkı da yabancı kırkı da öteki #fridakahlo,hiçbiri,,,,,,,,,,,,,,,,,,,,,,,,,,
şaşaalı hayatlarından çıkıp gerçek hayattaki görünüşleri ile dikkat çeken 17 ünlü kadın,hiçbiri,,,,,,,,,,,,,,,,,,,,,,,,,,
arkasında duramayacağınız sözleri boş yapmak için bile konuşmayın kadın erkek kimseye yakışmıyor "öyle demek istememiştim",hiçbiri,,,,,,,,,,,,,,,,,,,,,,,,,,
genç kadının gülerken başına gelene inanamayacaksınız!,hiçbiri,,,,,,,,,,,,,,,,,,,,,,,,,,
bnp paribas cardif şenpiliç koton nuxe panovella natracare bioderma ve elidor markalarının sponsor olduğu 4. deniz kızı ulusal kadın yelken kupası'nda birinciliği msi sailing team ag yelken takımı kazandı.,hiçbiri,,,,,,,,,,,,,,,,,,,,,,,,,,
geçmişten günümüze dizilerdeki en güçlü kadın karakterler,hiçbiri,,,,,,,,,,,,,,,,,,,,,,,,,,
kardeşimi okula bıraktım kadın bana diyor ki siz 8ler çıktınız mı sadece saygımdan sustum...,hiçbiri,,,,,,,,,,,,,,,,,,,,,,,,,,
bundan dünyada bir tane var ama bak benim olma demiyorum yanındaki güzel bir kadın var adı da irem bir evlensenize bişey deneyeceğiz de,hiçbiri,,,,,,,,,,,,,,,,,,,,,,,,,,
yaşlı kadın "seni bir yerden çıkartıyor gibiyim!" dedi. meğersem kadın ebemmiş lan.,hiçbiri,,,,,,,,,,,,,,,,,,,,,,,,,,
siz kim oluyorsunuz da cennet ve şehitlik belirliyorsunuz? siz kimsiniz devlet kayıtlarında işkence ile öldürülen ve bir mezarı dahi bulunmayan çocuklara ziyan diyorsunuz...? akla ziyan bu kadın.,hiçbiri,,,,,,,,,,,,,,,,,,,,,,,,,,
il başkanımız sayın mehmet yeloğlu antakya ilçe kadın kolları yönetim kurulu toplantısına katılarak teşkilat çalışmaları hakkında istişarelerde bulundu.,hiçbiri,,,,,,,,,,,,,,,,,,,,,,,,,,
kadın seks objesi ego doyuran bir varlık değildir kadın erkeği tamamlayan yegane değerdir. ruhunu sev beden egosu ve seks objesi olarak görme sevgi her şeyin başıdır sevgi ile bakın sevgi ile yaşayın. tüm kadınlar candır.,hiçbiri,,,,,,,,,,,,,,,,,,,,,,,,,,
sevmek neydi diye soranlara bu hikayeyi anlatın. doktorlar hastanın sevk işlemlerinin yapılmasını söylediler. adam sevdiği kadın yoğun bakımdayken sevk kağıdını imzalatmaya gitti. kadın yoğun bakımda hayatını kaybetti.,hiçbiri,,,,,,,,,,,,,,,,,,,,,,,,,,
bir kadın kendini satabilir. anlaşılır bir durum. ya bir gazeteci ? ya bir gazete bir tv kendini nasıl bu kadar ucuza satar? türkiye dışında bu kadar alçalmayı kendine yakıştıran yayıncılık sektörü yoktur. peki dünyada satılık ve hala görev başında kaç cumhurbaşkanı vardır?,nefret,,,,,,,,,,,,,,,,,,,,,,,,,,
kadın olmak çok zor. bin parçaya bölünüyorsun,hiçbiri,,,,,,,,,,,,,,,,,,,,,,,,,,
acı çekiyorum hemen geçiyor ama acının tadı kalıyor bitti gitti diyorum aklıma geliyor aklımdan çıkarmaya çalışıyorum kalbim engel oluyor olmasa bile ellerim onu arıyor gözlerim onu görmek istiyor kollarım sarılacak bir tek onu istiyor kısacası bağlıyım sana kadın...,hiçbiri,,,,,,,,,,,,,,,,,,,,,,,,,,
rezalet rezalet! iktidarın elini bedenimde bu kadar hissederken kimse bana kadın mücadelesinin mevcut iktidardan bağımsız olduğunu söylemesin!,hiçbiri,,,,,,,,,,,,,,,,,,,,,,,,,,
9 kadın 9 mektup ve 9 ayrılık,hiçbiri,,,,,,,,,,,,,,,,,,,,,,,,,,
hastane koridorlarında geberip giderken kadın doktorlara yalvarıyorsun ya oç,saldırgan,,,,,,,,,,,,,,,,,,,,,,,,,,
seksi bir kadın evli ve çocuklu ise 2 kat daha seksidir,hiçbiri,,,,,,,,,,,,,,,,,,,,,,,,,,
kadınlar şehvet aracı değildir kocasının kölesi değildir cinayet kurbanı değildir hayvan muamelesi yapılacak bir varlık değildir. kadın kocasının hanımı çocukların annesi kocasının talebesi çocukların hocası ve eşine allah'ın emanetidir. #islamdakadın,hiçbiri,,,,,,,,,,,,,,,,,,,,,,,,,,
yeni sezon tanıtımına bile bakmak istemiyorum o derece tiksinmişim diziden izleyeceklere şimdiden bol sabır diliyorum #kadın,hiçbiri,,,,,,,,,,,,,,,,,,,,,,,,,,
merdivenden düşen kadın hayatını kaybetti,hiçbiri,,,,,,,,,,,,,,,,,,,,,,,,,,
lan tc erkekleri neden bana yürüyorsunuz sürekli? kadın kıtlığı mı var hayırdır aq? şaka yapmaya da gelmiyor ayaküstü gidecektik tövbe tövbe,nefret,,,,,,,,,,,,,,,,,,,,,,,,,,
kadıköy lisesine edilen linç hiçbir şey. bizim lise için "kadın öğretmenler seksi giyiniyor erkek öğrencilerin ağzı sulanıyor 31 çekiyorlar hep" diye haber yapmışlardı...,nefret,,,,,,,,,,,,,,,,,,,,,,,,,,
ülkede çirkin kadın kalmadı aq herkes güzel napıcaz,hiçbiri,,,,,,,,,,,,,,,,,,,,,,,,,,
#irem idam mı çözüm? değil. evlenecek olan insanlara eğitim verilmeli. evliliğe uygun psikolojisi var mı yok mu bilinmeli. daha kaç kadın demekten bıktık artık. #kadinasiddetehayir #kadın #eminebulut,hiçbiri,,,,,,,,,,,,,,,,,,,,,,,,,,
yüreğine sağlık. cesur yürekli kadın. sevda türküsev #evlatlarımızıgeriverin #twithane,hiçbiri,,,,,,,,,,,,,,,,,,,,,,,,,,
off biz sana diyor muyuz beynin yokken niye konuşuyorsun diye. ekonomik göstergelerden de kadın sorumlu aynen hoca,hiçbiri,,,,,,,,,,,,,,,,,,,,,,,,,,
kadın arayan bir komünistmişim meğer,hiçbiri,,,,,,,,,,,,,,,,,,,,,,,,,,
kadın niçin ummadığımız kadar çok nefret eder çünkü kadın severse aklımızın zihnimizin kalbimizin ummadığı kadar sever.,hiçbiri,,,,,,,,,,,,,,,,,,,,,,,,,,
şöyle keşke 30 35 kadın meydan dayağı atsa şuna soktuğum sakalları havalarda uçuşsa tiftik tiftik ağzına yüzüne stiletto yese... keşke...,saldırgan,,,,,,,,,,,,,,,,,,,,,,,,,,
kadın kolları başkanımız meryem semerci hanım ve yönetim kurulu üyelerimiz ile birlikte bostandere mahallemizdeki baki amcamız geçmiş olsun ziyaretinde bulunduk. rabbim ziyaretimizi kabul etsin. #akkadınseydişehir,hiçbiri,,,,,,,,,,,,,,,,,,,,,,,,,,
erkek kadına tokat atarsa erkek suçludur kadın erkeğe tokat atarsa yine erkek suçludur,nefret,,,,,,,,,,,,,,,,,,,,,,,,,,
merdivenden düşen yaşlı kadın hayatını kaybetti aracılığıyla,hiçbiri,,,,,,,,,,,,,,,,,,,,,,,,,,
il kadın kolları başkanımız sn havva duran riyasetinde yönetim kurulu üyeleri ile istişare ve değerlendirme toplantımızı gerçekleştirdik. toplantımızın hayırlara vesile olmasını dileriz. #akkadınlarheryerde,hiçbiri,,,,,,,,,,,,,,,,,,,,,,,,,,
kadın çocuğu kendine bağlamış,hiçbiri,,,,,,,,,,,,,,,,,,,,,,,,,,
kadın yeni sezon fragmanı yayımlandı baharın değişimi seyirciyi şoke etti,hiçbiri,,,,,,,,,,,,,,,,,,,,,,,,,,
önümüzdeki 5 gün istanbul'da olacağım inşallah. buluşmak isteyen kadın kökenli bireylerle iletişelim,hiçbiri,,,,,,,,,,,,,,,,,,,,,,,,,,
şu videoyu polise ihbar diye atsam kadın 5 yıl hapis yer,hiçbiri,,,,,,,,,,,,,,,,,,,,,,,,,,
skamda gösterilen müslüman kadın ile elite dizisinde gösterilen müslüman kadın farklı. gerçek hayatta olduğu gibi. çevremde açılmak isteyip aile etkisinden dolayı açılamayan tanıdığım var elite gibi çevremde kendi isteği ile kapanan tanıdığım da var skam gibi,hiçbiri,,,,,,,,,,,,,,,,,,,,,,,,,,
böyle görseller kullanıp böyle haberler yaparak mı anlatılmayanları anlatıyorsunuz? haberlerinizi ve dilinizi kadın taraflılaştırın! cinsiyetçi tavrı bırakın!,hiçbiri,,,,,,,,,,,,,,,,,,,,,,,,,,
onlar evlatları için her şeyi göze alan analar bir kadın evladı için ne yapmaz ki... bir canı vardır onu da evladı için feda eder korkmadan bıkmadan yılmadan devam taki o evlat o kapıdan girene kadar #evlatlarımızıgeriverin,hiçbiri,,,,,,,,,,,,,,,,,,,,,,,,,,
